__ntuple,entry,rec.dlp..index,rec.dlp.particles..index,pdg,genE,interaction_id,is_contained,is_fiducial,match_overlaps
1,20,7,0,13.0,18.18647,-1.0,0.0,1.0,0.8943489
1,20,8,0,2212.0,0.987113,0.0,0.0,0.0,0.9236417
1,20,8,1,2212.0,0.97366804,0.0,0.0,0.0,0.9236417
1,20,8,2,2212.0,0.987113,0.0,0.0,0.0,0.9236417
1,20,8,3,13.0,0.4970714,0.0,0.0,0.0,0.9236417
1,20,8,4,2212.0,1.1072841,0.0,0.0,0.0,0.9236417
1,20,9,0,,,,,,
1,21,0,0,,,,0.0,0.0,0.8794727
1,21,0,1,,,,0.0,0.0,0.8794727
1,21,0,2,,,,0.0,0.0,0.8794727
1,21,0,3,,,,0.0,0.0,0.8794727
1,21,0,4,,,,0.0,0.0,0.8794727
1,21,0,5,,,,0.0,0.0,0.8794727
1,21,0,6,,,,0.0,0.0,0.8794727
1,21,0,7,13.0,14.217773,-1.0,0.0,0.0,0.8794727
1,21,1,0,,,,0.0,0.0,0.7988209
1,21,1,1,-13.0,1.1497794,-1.0,0.0,0.0,0.7988209
1,21,2,0,-11.0,0.04027996,-1.0,0.0,1.0,0.9482143
1,21,2,1,-13.0,0.51831913,-1.0,0.0,1.0,0.9482143
1,21,3,0,22.0,0.0055895085,0.0,1.0,1.0,0.95652175
1,21,4,0,,,,0.0,0.0,0.9052975
1,21,4,1,13.0,21.050167,-1.0,0.0,0.0,0.9052975
1,21,5,0,,,,0.0,0.0,0.89095414
1,21,5,1,,,,0.0,0.0,0.89095414
1,21,5,2,-13.0,6.906646,-1.0,0.0,0.0,0.89095414
1,21,6,0,,,,0.0,1.0,0.99086756
1,21,6,1,-13.0,8.64264,-1.0,0.0,1.0,0.99086756
1,21,7,0,,,,0.0,0.0,0.94174397
1,21,7,1,,,,0.0,0.0,0.94174397
1,21,7,2,,,,0.0,0.0,0.94174397
1,21,7,3,,,,0.0,0.0,0.94174397
1,21,7,4,-13.0,2.1482222,-1.0,0.0,0.0,0.94174397
1,21,8,0,-13.0,3.2457519,-1.0,0.0,0.0,0.9344486
1,21,9,0,,,,,,
1,22,0,0,,,,0.0,0.0,0.86214525
1,22,0,1,11.0,0.047753897,0.0,0.0,0.0,0.86214525
1,22,0,2,13.0,1.2171484,0.0,0.0,0.0,0.86214525
1,22,1,0,,,,0.0,0.0,0.8814349
1,22,1,1,,,,0.0,0.0,0.8814349
1,22,1,2,,,,0.0,0.0,0.8814349
1,22,1,3,-13.0,9.5098,-1.0,0.0,0.0,0.8814349
1,22,1,4,,,,0.0,0.0,0.8814349
1,22,1,5,,,,0.0,0.0,0.8814349
1,22,1,6,,,,0.0,0.0,0.8814349
1,22,1,7,,,,0.0,0.0,0.8814349
1,22,1,8,-13.0,9.5098,-1.0,0.0,0.0,0.8814349
1,22,2,0,,,,,,
1,22,3,0,,,,1.0,1.0,0.009756098
1,22,4,0,,,,0.0,0.0,0.4189781
1,22,4,1,13.0,4.2344775,-1.0,0.0,0.0,0.4189781
1,22,5,0,,,,0.0,0.0,0.5873869
1,22,5,1,,,,0.0,0.0,0.5873869
1,22,5,2,-13.0,35.01214,-1.0,0.0,0.0,0.5873869
1,22,6,0,,,,0.0,0.0,0.40202987
1,22,6,1,,,,0.0,0.0,0.40202987
1,22,6,2,-13.0,35.01214,-1.0,0.0,0.0,0.40202987
1,22,7,0,,,,0.0,0.0,0.9411765
1,22,7,1,13.0,27.92318,-1.0,0.0,0.0,0.9411765
1,22,8,0,-11.0,0.026223583,-1.0,0.0,0.0,0.88461536
1,22,8,1,-13.0,0.3368234,-1.0,0.0,0.0,0.88461536
1,22,9,0,,,,0.0,0.0,0.8822921
1,22,9,1,,,,0.0,0.0,0.8822921
1,22,9,2,-13.0,1.2130537,-1.0,0.0,0.0,0.8822921
1,22,10,0,,,,0.0,0.0,0.9641998
1,22,10,1,,,,0.0,0.0,0.9641998
1,22,10,2,,,,0.0,0.0,0.9641998
1,22,10,3,,,,0.0,0.0,0.9641998
1,22,10,4,,,,0.0,0.0,0.9641998
1,22,10,5,13.0,3.6754372,-1.0,0.0,0.0,0.9641998
1,22,10,6,,,,0.0,0.0,0.9641998
1,22,10,7,,,,0.0,0.0,0.9641998
1,22,10,8,,,,0.0,0.0,0.9641998
1,22,10,9,,,,0.0,0.0,0.9641998
1,22,10,10,13.0,3.6754372,-1.0,0.0,0.0,0.9641998
1,22,10,11,13.0,3.6754372,-1.0,0.0,0.0,0.9641998
1,22,11,0,-13.0,8.109263,-1.0,0.0,0.0,0.97047395
1,22,11,1,,,,0.0,0.0,0.97047395
1,22,11,2,,,,0.0,0.0,0.97047395
1,22,11,3,,,,0.0,0.0,0.97047395
1,22,11,4,-13.0,8.109263,-1.0,0.0,0.0,0.97047395
1,22,12,0,,,,,,
1,23,0,0,13.0,10.486429,-1.0,1.0,0.0,0.8666667
1,23,1,0,,,,,,
1,23,2,0,,,,0.0,0.0,0.88209194
1,23,2,1,,,,0.0,0.0,0.88209194
1,23,2,2,,,,0.0,0.0,0.88209194
1,23,2,3,,,,0.0,0.0,0.88209194
1,23,2,4,,,,0.0,0.0,0.88209194
1,23,2,5,,,,0.0,0.0,0.88209194
1,23,2,6,,,,0.0,0.0,0.88209194
1,23,2,7,,,,0.0,0.0,0.88209194
1,23,2,8,,,,0.0,0.0,0.88209194
1,23,2,9,13.0,7.796128,-1.0,0.0,0.0,0.88209194
1,23,2,10,13.0,7.796128,-1.0,0.0,0.0,0.88209194
1,23,2,11,13.0,7.796128,-1.0,0.0,0.0,0.88209194
1,23,3,0,22.0,0.008155529,1.0,1.0,1.0,0.019837692
1,23,4,0,22.0,0.00695866,1.0,1.0,1.0,0.82969433
1,23,4,1,22.0,0.0064993557,1.0,1.0,1.0,0.82969433
1,23,4,2,22.0,0.0042131064,1.0,1.0,1.0,0.82969433
1,23,4,3,-211.0,0.5167849,1.0,1.0,1.0,0.82969433
1,23,4,4,1000010020.0,1.9286991,1.0,1.0,1.0,0.82969433
1,23,4,5,1000010020.0,1.9286991,1.0,1.0,1.0,0.82969433
1,23,5,0,22.0,0.005777576,1.0,1.0,0.0,0.46031746
1,23,5,1,22.0,0.0066939844,-1.0,1.0,0.0,0.46031746
1,23,5,2,22.0,0.0052582584,-1.0,1.0,0.0,0.46031746
1,23,6,0,22.0,0.0014608299,-1.0,1.0,0.0,0.21568628
1,23,7,0,-11.0,0.010806261,-1.0,0.0,0.0,0.96141976
1,23,7,1,,,,0.0,0.0,0.96141976
1,23,7,2,-13.0,0.6969575,-1.0,0.0,0.0,0.96141976
1,23,8,0,,,,0.0,0.0,0.45384616
1,23,8,1,,,,0.0,0.0,0.45384616
1,23,8,2,13.0,43.712536,-1.0,0.0,0.0,0.45384616
1,23,9,0,,,,,,
1,23,10,0,-13.0,0.775295,-1.0,0.0,1.0,0.95616174
1,23,11,0,2212.0,1.0073103,1.0,1.0,0.0,0.042418774
1,23,12,0,13.0,2.104355,-1.0,0.0,0.0,0.9582598
1,23,13,0,13.0,12.348233,-1.0,0.0,0.0,0.9529617
1,24,0,0,22.0,0.007645505,1.0,1.0,1.0,1.0
1,24,1,0,,,,0.0,0.0,0.45701644
1,24,1,1,,,,0.0,0.0,0.45701644
1,24,1,2,-13.0,4.508246,-1.0,0.0,0.0,0.45701644
1,24,2,0,,,,0.0,0.0,0.4206278
1,24,2,1,13.0,3.9865954,-1.0,0.0,0.0,0.4206278
1,24,3,0,,,,0.0,1.0,0.95940673
1,24,3,1,13.0,0.7226481,-1.0,0.0,1.0,0.95940673
1,24,4,0,,,,0.0,0.0,0.8988303
1,24,4,1,,,,0.0,0.0,0.8988303
1,24,4,2,,,,0.0,0.0,0.8988303
1,24,4,3,-13.0,1.5512794,-1.0,0.0,0.0,0.8988303
1,24,5,0,,,,0.0,0.0,0.93690854
1,24,5,1,,,,0.0,0.0,0.93690854
1,24,5,2,13.0,6.0479803,-1.0,0.0,0.0,0.93690854
1,24,6,0,-13.0,4.508246,-1.0,0.0,1.0,0.533123
1,24,7,0,-13.0,4.486052,-1.0,0.0,0.0,0.9907251
1,25,0,0,,,,0.0,0.0,0.8575635
1,25,0,1,,,,0.0,0.0,0.8575635
1,25,0,2,,,,0.0,0.0,0.8575635
1,25,0,3,,,,0.0,0.0,0.8575635
1,25,0,4,-13.0,4.819929,-1.0,0.0,0.0,0.8575635
1,25,1,0,22.0,0.0032662044,-1.0,0.0,1.0,0.9541401
1,25,1,1,-13.0,3.448919,-1.0,0.0,1.0,0.9541401
1,25,2,0,,,,0.0,0.0,0.90191716
1,25,2,1,,,,0.0,0.0,0.90191716
1,25,2,2,,,,0.0,0.0,0.90191716
1,25,2,3,,,,0.0,0.0,0.90191716
1,25,2,4,-13.0,2.8714764,-1.0,0.0,0.0,0.90191716
1,25,3,0,,,,,,
1,25,4,0,,,,,,
1,25,5,0,,,,0.0,0.0,0.93368924
1,25,5,1,,,,0.0,0.0,0.93368924
1,25,5,2,13.0,1.4942586,1.0,0.0,0.0,0.93368924
1,25,6,0,,,,0.0,0.0,0.92258066
1,25,6,1,13.0,4.720555,-1.0,0.0,0.0,0.92258066
1,25,7,0,,,,0.0,1.0,0.97828865
1,25,7,1,,,,0.0,1.0,0.97828865
1,25,7,2,13.0,0.9589151,-1.0,0.0,1.0,0.97828865
1,25,8,0,,,,0.0,0.0,0.92631185
1,25,8,1,,,,0.0,0.0,0.92631185
1,25,8,2,,,,0.0,0.0,0.92631185
1,25,8,3,-13.0,5.9225206,-1.0,0.0,0.0,0.92631185
1,25,9,0,,,,0.0,1.0,0.9283597
1,25,9,1,,,,0.0,1.0,0.9283597
1,25,9,2,,,,0.0,1.0,0.9283597
1,25,9,3,,,,0.0,1.0,0.9283597
1,25,9,4,-13.0,66.12396,-1.0,0.0,1.0,0.9283597
1,25,10,0,,,,0.0,0.0,0.9558658
1,25,10,1,13.0,15.267291,-1.0,0.0,0.0,0.9558658
1,25,10,2,,,,0.0,0.0,0.9558658
1,25,10,3,13.0,15.267291,-1.0,0.0,0.0,0.9558658
1,25,11,0,,,,0.0,0.0,0.92368424
1,25,11,1,,,,0.0,0.0,0.92368424
1,25,11,2,,,,0.0,0.0,0.92368424
1,25,11,3,,,,0.0,0.0,0.92368424
1,25,11,4,,,,0.0,0.0,0.92368424
1,25,11,5,13.0,8.627171,-1.0,0.0,0.0,0.92368424
1,25,12,0,-13.0,1.2306434,-1.0,0.0,0.0,0.8905836
1,25,13,0,-13.0,2.658894,-1.0,0.0,1.0,0.98944336
1,25,14,0,-13.0,3.9261973,-1.0,0.0,1.0,0.9889706
1,25,15,0,13.0,8.387322,-1.0,0.0,0.0,0.60048425
1,25,16,0,,,,0.0,0.0,0.74150056
1,25,16,1,-13.0,13.424572,-1.0,0.0,0.0,0.74150056
1,25,16,2,,,,0.0,0.0,0.74150056
1,25,16,3,,,,0.0,0.0,0.74150056
1,25,16,4,,,,0.0,0.0,0.74150056
1,25,16,5,-13.0,13.424572,-1.0,0.0,0.0,0.74150056
1,26,0,0,,,,0.0,0.0,0.7393776
1,26,0,1,,,,0.0,0.0,0.7393776
1,26,0,2,,,,0.0,0.0,0.7393776
1,26,0,3,,,,0.0,0.0,0.7393776
1,26,0,4,-13.0,12.802219,-1.0,0.0,0.0,0.7393776
1,26,0,5,,,,0.0,0.0,0.7393776
1,26,0,6,-13.0,12.802219,-1.0,0.0,0.0,0.7393776
1,26,1,0,,,,0.0,0.0,0.75124973
1,26,1,1,,,,0.0,0.0,0.75124973
1,26,1,2,,,,0.0,0.0,0.75124973
1,26,1,3,13.0,3.231385,-1.0,0.0,0.0,0.75124973
1,26,2,0,22.0,0.005301648,-1.0,1.0,1.0,0.92753625
1,26,2,1,2212.0,1.0065491,-1.0,1.0,1.0,0.92753625
1,26,3,0,22.0,0.11714285,1.0,0.0,1.0,0.9142654
1,26,3,1,22.0,0.22172952,1.0,0.0,1.0,0.9142654
1,26,3,2,22.0,0.007732849,1.0,0.0,1.0,0.9142654
1,26,3,3,22.0,0.007732849,1.0,0.0,1.0,0.9142654
1,26,3,4,13.0,0.8535494,1.0,0.0,1.0,0.9142654
1,26,3,5,,,,0.0,1.0,0.9142654
1,26,3,6,2212.0,1.0297645,1.0,0.0,1.0,0.9142654
1,26,3,7,2212.0,1.0829713,1.0,0.0,1.0,0.9142654
1,26,3,8,-211.0,0.27892208,1.0,0.0,1.0,0.9142654
1,26,3,9,13.0,0.8535494,1.0,0.0,1.0,0.9142654
1,26,3,10,2212.0,1.2210239,1.0,0.0,1.0,0.9142654
1,26,4,0,,,,0.0,0.0,0.8652807
1,26,4,1,,,,0.0,0.0,0.8652807
1,26,4,2,,,,0.0,0.0,0.8652807
1,26,4,3,,,,0.0,0.0,0.8652807
1,26,4,4,13.0,2.8099647,-1.0,0.0,0.0,0.8652807
1,26,5,0,22.0,0.006254319,-1.0,1.0,1.0,0.012298232
1,26,6,0,,,,0.0,0.0,0.90121657
1,26,6,1,,,,0.0,0.0,0.90121657
1,26,6,2,13.0,9.581654,-1.0,0.0,0.0,0.90121657
1,26,7,0,13.0,3.8070698,-1.0,0.0,0.0,0.902439
1,26,8,0,2212.0,0.94196457,1.0,1.0,1.0,0.0026207413
1,26,9,0,13.0,1.5729675,-1.0,0.0,1.0,0.95109105
1,26,10,0,13.0,3.0635002,-1.0,0.0,0.0,0.9889706
1,27,0,0,-13.0,6.0775704,-1.0,1.0,0.0,0.93442625
1,27,0,1,-13.0,6.0775704,-1.0,1.0,0.0,0.93442625
1,27,1,0,22.0,0.005289556,-1.0,1.0,0.0,0.9375
1,27,2,0,,,,0.0,0.0,0.92347825
1,27,2,1,,,,0.0,0.0,0.92347825
1,27,2,2,,,,0.0,0.0,0.92347825
1,27,2,3,,,,0.0,0.0,0.92347825
1,27,2,4,,,,0.0,0.0,0.92347825
1,27,2,5,,,,0.0,0.0,0.92347825
1,27,2,6,,,,0.0,0.0,0.92347825
1,27,2,7,,,,0.0,0.0,0.92347825
1,27,2,8,,,,0.0,0.0,0.92347825
1,27,2,9,13.0,5.3333936,-1.0,0.0,0.0,0.92347825
1,27,3,0,,,,0.0,0.0,0.9241791
1,27,3,1,,,,0.0,0.0,0.9241791
1,27,3,2,,,,0.0,0.0,0.9241791
1,27,3,3,,,,0.0,0.0,0.9241791
1,27,3,4,,,,0.0,0.0,0.9241791
1,27,3,5,,,,0.0,0.0,0.9241791
1,27,3,6,,,,0.0,0.0,0.9241791
1,27,3,7,-13.0,2.3127916,-1.0,0.0,0.0,0.9241791
1,27,3,8,,,,0.0,0.0,0.9241791
1,27,3,9,,,,0.0,0.0,0.9241791
1,27,3,10,,,,0.0,0.0,0.9241791
1,27,3,11,-13.0,2.3127916,-1.0,0.0,0.0,0.9241791
1,27,4,0,,,,0.0,0.0,0.9158416
1,27,4,1,-13.0,7.687372,-1.0,0.0,0.0,0.9158416
1,27,5,0,22.0,0.003100252,0.0,0.0,1.0,0.93225574
1,27,5,1,,,,0.0,1.0,0.93225574
1,27,5,2,,,,0.0,1.0,0.93225574
1,27,5,3,13.0,1.0665668,0.0,0.0,1.0,0.93225574
1,27,5,4,13.0,1.0665668,0.0,0.0,1.0,0.93225574
1,27,5,5,13.0,1.0665668,0.0,0.0,1.0,0.93225574
1,27,5,6,2212.0,1.1248778,0.0,0.0,1.0,0.93225574
1,27,6,0,,,,,,
1,27,7,0,,,,0.0,0.0,0.7348731
1,27,7,1,,,,0.0,0.0,0.7348731
1,27,7,2,-13.0,3.9589024,-1.0,0.0,0.0,0.7348731
1,27,7,3,,,,0.0,0.0,0.7348731
1,27,7,4,,,,0.0,0.0,0.7348731
1,27,7,5,,,,0.0,0.0,0.7348731
1,27,7,6,,,,0.0,0.0,0.7348731
1,27,7,7,-13.0,3.9589024,-1.0,0.0,0.0,0.7348731
1,27,8,0,,,,0.0,0.0,0.9202764
1,27,8,1,,,,0.0,0.0,0.9202764
1,27,8,2,,,,0.0,0.0,0.9202764
1,27,8,3,,,,0.0,0.0,0.9202764
1,27,8,4,,,,0.0,0.0,0.9202764
1,27,8,5,13.0,3.7580109,-1.0,0.0,0.0,0.9202764
1,27,9,0,,,,0.0,1.0,0.93820226
1,27,9,1,-13.0,2.427903,-1.0,0.0,1.0,0.93820226
1,27,10,0,,,,0.0,0.0,0.9237288
1,27,10,1,-13.0,7.185072,-1.0,0.0,0.0,0.9237288
